pmid,title,abstract
38887402,Professional Development and Scholarly Activity Weeks to Enhance the Master Adaptive Learner and Foster Future Educators.,One osteopathic medical school designated 4 weeks per year in the first-year curriculum to Professional Development and Scholarly Activity. The aim of these weeks is to foster the development of Master Adaptive Learners. This metacognitive learning theory promotes adaptive expertise which supports students as educators in a variety of settings.
38887329,"TikTok Tracheostomy Video Analysis of Quality, Credibility, and Readability.","Objective The goal of this study is to analyze the quality, credibility, and readability of videos on TikTok related to tracheostomy in order to assess the adequacy of the information for patient and parental education purposes. Study design This was a cross-sectional analysis of online content. Methods The social media platform TikTok was explored for videos related to tracheostomy. The search function was utilized with multiple hashtags related to tracheostomy and videos were reviewed and scored for quality, credibility, and readability. Each of the videos was assessed using the DISCERN criteria, JAMA benchmark, and readability score based on text either presented in the video or written in the caption. Pearson's correlation coefficient was calculated for each of the studied parameters. Results The TikTok search bar was queried using multiple hashtags, including ""#trach,"" ""#tracheostomy,"" ""#trachea,"" and ""#tracheotomy"" for relevant videos from October 14 to October 15, 2021. Overall, 60 videos were selected for complete review and analysis. The total views for all related videos analyzed was 17,712,281. The total likes were 693,812. The videos were primarily posted by non-healthcare professionals making up approximately 72% of all videos. Videos created by physicians generated 63% of all views. The average DISCERN score for each video was 24.83 out of 75. The average Flesch Reading Ease score was 70.59 and the average Flesch-Kincaid Grade level was 5.5. There was a positive DISCERN score and views with R = 0.255 (p = 0.049), positive correlation between DISCERN and likes R = 0.334 (p = 0.009), positive correlation between DISCERN and JAMA R = 0.56 (p=<0.0001), positive correlation between DISCERN and Flesch-Kincaid Grade Level R = 0.330 (p=0.010) and a negative correlation between DISCERN and Flesch Reading Ease Score R = -0.337 (p=0.009). There was also a statistically significant positive correlation between JAMA and Flesch-Kincaid Grade Level R = 0.260 (p=0.045). Conclusion Overall, the quality of the videos on TikTok regarding tracheostomy rated poorly on the DISCERN quality index but included text that was fairly easy to read. Currently, medical videos on TikTok do not meet the quality metrics needed to properly educate the public and should not be used as a primary resource."
38886879,Banff 2022 Kidney Commentary: Reflections and Future Directions.,"In September 2022, in Banff, Alberta, Canada, the XVIth Banff meeting, corresponding to the 30th anniversary of the Banff classification, was held, leading to 2 recent publications. Discussions at the Banff meeting focused on proposing improvements to the Banff process as a whole. In line with this, a unique opportunity was offered to a selected group of 16 representatives from the pathology and transplant nephrology community, experts in the field of kidney transplantation, to review these 2 Banff manuscripts. The aim was to provide an insightful commentary, to gauge any prospective influence the proposed changes may have, and to identify any potential areas for future enhancement within the Banff classification. The group expressed its satisfaction with the incorporation of 2 new entities, namely ""microvascular inflammation/injury donor-specific antibodies-negative and C4d negative"" and ""probable antibody-mediated rejection,"" into category 2. These changes expand the classification, facilitating the capture of more biopsies and providing an opportunity to explore the clinical implications of these lesions further. However, we found that the Banff classification remains complex, potentially hindering its widespread utilization, even if a degree of complexity may be unavoidable given the intricate pathophysiology of kidney allograft pathology. Addressing the histomorphologic diagnosis of chronic active T cell-mediated rejection (CA TCMR), potentially reconsidering a diagnostic-agnostic approach, as for category 2, to inflammation in interstitial fibrosis and tubular atrophy and chronic active T cell-mediated rejection was also an important objective. Furthermore, we felt a need for more evidence before molecular diagnostics could be routinely integrated and emphasized the need for clinical and histologic context determination and the substantiation of its clinical impact through rigorous clinical trials. Finally, our discussions stressed the ongoing necessity for multidisciplinary decision-making regarding patient care."
38887117,STAR gene mutation in a patient with congenital lipoid adrenal hyperplasia.,Not required for Clinical Vignette.
38886374,Expert consensus on endodontic therapy for patients with systemic conditions.,"The overall health condition of patients significantly affects the diagnosis, treatment, and prognosis of endodontic diseases. A systemic consideration of the patient's overall health along with oral conditions holds the utmost importance in determining the necessity and feasibility of endodontic therapy, as well as selecting appropriate therapeutic approaches. This expert consensus is a collaborative effort by specialists from endodontics and clinical physicians across the nation based on the current clinical evidence, aiming to provide general guidance on clinical procedures, improve patient safety and enhance clinical outcomes of endodontic therapy in patients with compromised overall health."
38886000,Chiari malformation type III with satisfactory developmental progress postrepair.,"The authors were presented with a term female neonate with a large occipital mass, who was already being treated for neonatal pneumonia at another hospital. On assessment, apart from the mass, the patient presented with an unremarkable systemic and neurological physical examination. She underwent repair of the occipital mass, which was complicated by nosocomial ventriculitis. However, the patient was discharged well after completing antibiotic treatment. On regular outpatient follow-ups, the patient presented with a good cry, suck, and activity. There have been no reports of seizures, decrease in sensorium, aspiration episodes, stridor or any other complaints, apart from poor head and sitting control. The workup also showed profound bilateral hearing loss. Despite these complications, the patient currently exhibits good visual and social development. This is attributed to timely intervention as well as the minimal amount of herniated cerebellar tissue that the patient presented with, highlighting the individualised management and outcomes for cases of Chiari malformation type III."
38886911,GSE1 promotes the proliferation and migration of lung adenocarcinoma cells by downregulating KLF6 expression.,"Lung cancer is one of the most prevalent human cancers with a high lethality rate worldwide. In this study, we demonstrated that GSE1 (genetic suppressor element 1) expression is aberrantly upregulated in lung adenocarcinoma and that GSE1 depletion inhibits the proliferation and migration of both A549 and H1299 cells. Immunoprecipitation assays demonstrated that GSE1 interacts with histone deacetylase 1 (HDAC1) and other BRAF-HDAC complex (BHC) components in cells. The transcriptome of GSE1-knockdown A549 cells indicated that 207 genes were upregulated and 159 were downregulated based on a p-value < .05 and fold change ≥ 1.5. Bioinformatics analysis suggested that 140 differentially expressed genes harbor binding sites for HDAC1, including the tumor suppressor gene KLF6 (Kruppel-like factor 6). Indeed, quantitative reverse-transcription polymerase chain reaction and western blot analysis revealed that GSE1 could inhibit the transcription of KLF6 in lung cancer cells. In conclusion, GSE1 cooperates with HDAC1 to promote the proliferation and metastasis of non-small cell lung cancer cells through the downregulation of KLF6 expression."
38886924,Flare Phenomenon After 177Lu-DOTA-IBA Therapy in Bone Metastases of Lung Cancer.,"The flare phenomenon is a transient increase in the number or intensity of lesions on bone scans after treatment, signifying curative effect. DOTA-ibandronic acid (DOTA-IBA) is a new prodrug that targets bone metastases and can be labeled with 177Lu. Here, we report the case of a 58-year-old woman with bone metastasis, in whom the flare phenomenon was observed after 4 cycles of 177Lu-DOTA-IBA treatment. No adverse effects were observed during the treatment and follow-up periods."
38886364,Chromosomal-scale genome assembly of the Mediterranean mussel Mytilus galloprovincialis.,"The Mediterranean mussel, Mytilus galloprovincialis, is a significant marine bivalve species that has ecological and economic importance. This species is robustly resilient and highly invasive. Despite the scientific and commercial interest in studying its biology and aquaculture, there remains a need for a high-quality, chromosome-scale reference genome. In this study, we have assembled a high-quality chromosome-scale reference genome for M. galloprovincialis. The total length of our reference genome is 1.41 Gb, with a scaffold N50 sequence length of 96.9 Mb. BUSCO analysis revealed a 97.5% completeness based on complete BUSCOs. Compared to the four other available M. galloprovincialis assemblies, the assembly described here is dramatically improved in both contiguity and completeness. This new reference genome will greatly contribute to a deeper understanding of the resilience and invasiveness of M. galloprovincialis."
38885849,The gut-brain vagal axis scales hippocampal memory processes and plasticity.,"The vagus nerve serves as an interoceptive relay between the body and the brain. Despite its well-established role in feeding behaviors, energy metabolism, and cognitive functions, the intricate functional processes linking the vagus nerve to the hippocampus and its contribution to learning and memory dynamics remain still elusive. Here, we investigated whether and how the gut-brain vagal axis contributes to hippocampal learning and memory processes at behavioral, functional, cellular, and molecular levels. Our results indicate that the integrity of the vagal axis is essential for long-term recognition memories, while sparing other forms of memory. In addition, by combing multi-scale approaches, our findings show that the gut-brain vagal tone exerts a permissive role in scaling intracellular signaling events, gene expressions, hippocampal dendritic spines density as well as functional long-term plasticities (LTD and LTP). These results highlight the critical role of the gut-brain vagal axis in maintaining the spontaneous and homeostatic functions of hippocampal ensembles and in regulating their learning and memory functions. In conclusion, our study provides comprehensive insights into the multifaceted involvement of the gut-brain vagal axis in shaping time-dependent hippocampal learning and memory dynamics. Understanding the mechanisms underlying this interoceptive body-brain neuronal communication may pave the way for novel therapeutic approaches in conditions associated with cognitive decline, including neurodegenerative disorders."
38887022,Digital Twins in Type 1 Diabetes: A Systematic Review.,"Digital twin is a new concept that is rapidly gaining recognition especially in the medical field. Indeed, being a virtual representation of real-world entities and processes, a digital twin can be used to accurately represent the patients' disease, clarify the treatment target, and realize personalized and precise therapies. However, despite being a revolutionary concept, the diffusion of digital twins in type 1 diabetes (T1D) is still limited. In this systematic review, we analyzed structure, operating conditions, and characteristics of digital twins being developed for T1D. Our search covered published documents until March 2024: 220 publications were identified, 37 of which were duplicated entries; in addition, 173 publications were removed after inspection of titles, abstracts, and keywords; and finally, 11 publications were fully reviewed, of which 8 were deemed eligible for inclusion. We found that all eight methodologies are not comprehensive multi-scale virtual replicas of the individual with T1D, but they all focus on describing glucose-insulin metabolism, aiming to simulate glucose concentration resultant from therapeutic interventions. In this review, we will compare and analyze different factors characterizing these digital twins, such as operating principles (mathematical model, twinning procedure, validation and assessment) and the key aspects for practical adoption (inclusion of physical activity, data required for twinning, open-source availability). We will conclude the paper listing which, in our opinion, are the current limitations and future directives of digital twins in T1D, hoping that this article can be helpful to researchers working on diabetes technologies to further develop the use of such an important instrument."
38887472,The Burden of Invasive Fungal Disease Following Chimeric Antigen Receptor T-Cell Therapy and Strategies for Prevention.,"Chimeric antigen receptor (CAR) T-cell therapy is a novel immunotherapy approved for the treatment of hematologic malignancies. This therapy leads to a variety of immunologic deficits that could place patients at risk for invasive fungal disease (IFD). Studies assessing IFD in this setting are limited by inconsistent definitions and heterogeneity in prophylaxis use, although the incidence of IFD after CAR T-cell therapy, particularly for lymphoma and myeloma, appears to be low. This review evaluates the incidence of IFD after CAR T-cell therapy, and discusses optimal approaches to prevention, highlighting areas that require further study as well as future applications of cellular therapy that may impact IFD risk. As the use of CAR T-cell therapy continues to expand for hematologic malignancies, solid tumors, and most recently to include non-oncologic diseases, understanding the risk for IFD in this uniquely immunosuppressed population is imperative to prevent morbidity and mortality."
38886375,MOC1 cleaves Holliday junctions through a cooperative nick and counter-nick mechanism mediated by metal ions.,"Holliday junction resolution is a crucial process in homologous recombination and DNA double-strand break repair. Complete Holliday junction resolution requires two stepwise incisions across the center of the junction, but the precise mechanism of metal ion-catalyzed Holliday junction cleavage remains elusive. Here, we perform a metal ion-triggered catalysis in crystals to investigate the mechanism of Holliday junction cleavage by MOC1. We capture the structures of MOC1 in complex with a nicked Holliday junction at various catalytic states, including the ground state, the one-metal ion binding state, and the two-metal ion binding state. Moreover, we also identify a third metal ion that may aid in the nucleophilic attack on the scissile phosphate. Further structural and biochemical analyses reveal a metal ion-mediated allosteric regulation between the two active sites, contributing to the enhancement of the second strand cleavage following the first strand cleavage, as well as the precise symmetric cleavage across the Holliday junction. Our work provides insights into the mechanism of metal ion-catalyzed Holliday junction resolution by MOC1, with implications for understanding how cells preserve genome integrity during the Holliday junction resolution phase."
38887168,Advances in the study of the glymphatic system and aging.,"The glymphatic system is cerebrospinal fluid-brain tissue fluid exchange flow mediated by aquaporin-4 (AQP4) on the end feet of astrocytes for a system, which is capable of rapidly removing brain metabolites and thus maintaining brain homeostasis, and is known as the central immune system. Dysfunction of the glymphatic system causes accumulation of misfolded and highly phosphorylated proteins (amyloid-β and Tau proteins), which destabilizes the proteins, and the body's neuroinflammatory factors are altered causing aging of the immune system and leading to neurodegenerative diseases. Damage to the glymphatic system and aging share common manifestations, as well as unstudied biological mechanisms that are also linked, such as mitochondria, oxidative stress, chronic inflammation, and sleep. In this paper, we first summarize the structure, function, and research methods of the glymphatic system and the relationship between the glymphatic system and the peripheral immune system, and second, sort out and summarize the factors of the glymphatic system in removing metabolites and resolving aging-related diseases and factors affecting aging, to explore its related biological mechanisms, and moreover, to provide a new way of thinking for treating or intervening aging-related diseases."
38886655,Unveiling the therapeutic potential of IHMT-337 in glioma treatment: targeting the EZH2-SLC12A5 axis.,"Glioma is the most common malignant tumor of the central nervous system, with EZH2 playing a crucial regulatory role. This study further explores the abnormal expression of EZH2 and its mechanisms in regulating glioma progression. Additionally, it was found that IHMT-337 can potentially be a therapeutic agent for glioma. The prognosis, expression, and localization of EZH2 were determined using bioinformatics, IHC staining, Western blot (WB) analysis, and immunofluorescence (IF) localization. The effects of EZH2 on cell function were assessed using CCK-8 assays, Transwell assays, and wound healing assays. Public databases and RT-qPCR were utilized to identify downstream targets. The mechanisms regulating these downstream targets were elucidated using MS-PCR and WB analysis. The efficacy of IHMT-337 was demonstrated through IC50 measurements, WB analysis, and RT-qPCR. The effects of IHMT-337 on glioma cells in vitro were evaluated using Transwell assays, EdU incorporation assays, and flow cytometry. The potential of IHMT-337 as a treatment for glioma was assessed using a blood-brain barrier (BBB) model and an orthotopic glioma model. Our research confirms significantly elevated EZH2 expression in gliomas, correlating with patient prognosis. EZH2 facilitates glioma proliferation, migration, and invasion alongside promoting SLC12A5 DNA methylation. By regulating SLC12A5 expression, EZH2 activates the WNK1-OSR1-NKCC1 pathway, enhancing its interaction with ERM to promote glioma migration. IHMT-337 targets EZH2 in vitro to inhibit WNK1 activation, thereby suppressing glioma cell migration. Additionally, it inhibits cell proliferation and arrests the cell cycle. IHMT-337 has the potential to cross the BBB and has successfully inhibited glioma progression in vivo. This study expands our understanding of the EZH2-SLC12A5 axis in gliomas, laying a new foundation for the clinical translation of IHMT-337 and offering new insights for precision glioma therapy."
38886994,Extended Left Hemihapatectomy with Right Hepatic Artery Reconstruction for Primary Hepatic Neuroendocrine Neoplasm: A Brief Report.,"BACKGROUND rimary hepatic neuroendocrine neoplasms (PHNEN) are exceedingly rare tumors with atypical clinical manifestations, accounting for less than 0.5% of all neuroendocrine tumors. Currently, there is a lack of consensus on their management, and guidelines do not recommend postoperative chemotherapy for patients with stage G1/G2 disease after curative resection. We present a case report of PHNEN, outlining its diagnostic challenges, treatment strategy, and clinical outcomes. CASE REPORT A 31-year-old man presented with jaundice and was initially diagnosed with suspected IgG4-related disease, which initially appeared to respond to steroid therapy, but manifested worsening jaundice 4 months after initial treatment. Subsequent evaluation revealed a PHNEN NET G2 with lymph node metastasis and invasion of the right hepatic artery; and involvement of the hepatic duct at the hepatic hilum, primarily the left hepatic duct. The patient underwent extended left hemi-hepatectomy with caudate lobe resection, bile duct resection, and lymphadenectomy, followed by reconstruction of the right hepatic artery. Postoperatively, the patient received adjuvant chemotherapy consisting of capecitabine (1000 mg bid D1-14) and temozolomide (200 mg qn D10-14) for 6 cycles. Currently, the patient remains disease free 43 months after treatment. CONCLUSIONS PHNEN presents diagnostic challenges due to its rarity and lack of specific markers. Surgical resection remains the cornerstone of treatment, with chemotherapy being considered in select cases with high-risk features. Further research is needed to refine treatment approaches and improve outcomes for patients with PHNEN."
38886099,Secondary uses of electronic prescribing and pharmacy data in UK hospital care: a national survey.,"Electronic hospital pharmacy (EHP) systems are ubiquitous in today's hospitals, with many also implementing electronic prescribing (EP) systems; both contain a potential wealth of medication-related data to support quality improvement. The reasons for reuse and users of this data are generally unknown. Our objectives were to survey secondary use of data (SUD) from EHP and EP systems in UK hospitals, to identify users of and factors influencing SUD.A national postal survey was sent out to all hospital chief pharmacists with pre-notifications and follow-up reminders. Descriptive statistical analysis was performed.Of 187 hospital organisations, 65 (35%) responded. All had EHP systems (for ≥20 years) and all reused data; 50 (77%) had EP systems (established 1-10 years) but only 40 (80%) reused data. Reported facilitators for SUD included medication safety, providing feedback, benchmarking, saving time and patient experience. The purposes of SUD included audits, quality improvement, risk management and general medication-related reporting. Earlier introduction of SUD could provide an opportunity to heighten local improvement initiatives.Data from EHP systems is reused for multiple purposes. Evaluating SUD and sharing experiences could provide richer insight into potential SUD and barriers/factors to consider when implementing or upgrading EP/EHP systems."
38887738,Novel application of lumen-apposing metal stent for management of malignant recto-sigmoid stricture with fistula.,Video 1Demonstration of novel application of lumen-apposing metal stent for management of a malignant recto-sigmoid junction stricture with fistula.
38887772,Exposure to environmental pollutants: A mini-review on the application of wastewater-based epidemiology approach.,"Wastewater-based epidemiology (WBE) is considered an innovative and promising tool for estimating community exposure to a wide range of chemical and biological compounds by analyzing wastewater. Despite scholars' interest in WBE studies, there are uncertainties and limitations associated with this approach. This current review focuses on the feasibility of the WBE approach in assessing environmental pollutants, including pesticides, heavy metals, phthalates, bisphenols, and personal care products (PCPs). Limitations and challenges of WBE studies are initially discussed, and then future perspectives, gaps, and recommendations are presented in this review. One of the key limitations of this approach is the selection and identification of appropriate biomarkers in studies. Selecting biomarkers considering the basic requirements of a human exposure biomarker is the most important criterion for validating this new approach. Assessing the stability of biomarkers in wastewater is crucial for reliable comparisons of substance consumption in the population. However, directly analyzing wastewater does not provide a clear picture of biomarker stability. This uncertainty affects the reliability of temporal and spatial comparisons. Various uncertainties also arise from different steps involved in WBE. These uncertainties include sewage sampling, exogenous sources, analytical measurements, back-calculation, and estimation of the population under investigation. Further research is necessary to ensure that measured pollutant levels accurately reflect human excretion. Utilizing data from WBE can support healthcare policy in assessing exposure to environmental pollutants in the general population. Moreover, WBE seems to be a valuable tool for biomarkers that indicate healthy conditions, lifestyle, disease identification, and exposure to pollutants. Although this approach has the potential to serve as a biomonitoring tool in large communities, it is necessary to monitor more metabolites from wastewater to enhance future studies."
38887767,The occurrence of SARS-CoV-2 in Tehran's municipal wastewater: performance of treatment systems and feasibility of wastewater-based epidemiology.,"Analyzing municipal wastewater for the presence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) helps to evaluate the efficacy of treatment systems in mitigating virus-related health risks. This research investigates wastewater treatment plants' (WWTPs) performance in the reduction of SARS-CoV-2 from municipal wastewater in Tehran, Iran. SARS-CoV-2 RNA was measured within sewers, at the inlets, and after the primary and secondary treatment stages of three main WWTPs. Within sewers, the average virus titer stood at 58,600 gc/L, while at WWTP inlets, it measured 38,136 gc/L. A substantial 67% reduction in virus titer was observed at the inlets, accompanied by a 2-log reduction post-primary treatment. Remarkably, the biological treatment process resulted in complete virus elimination across all plants. Additionally, a notable positive correlation (r > 0.8) was observed between temperature and virus titer in wastewater. Using wastewater-based epidemiology (WBE) technique and the estimated SARS-CoV-2 RNA shedding rates, the infection prevalence among populations served by WWTPs found to be between 0.128% to 0.577%. In conclusion, this research not only advances our understanding of SARS-CoV-2 dynamics within wastewater treatment systems but also provides practical insights for enhancing treatment efficiency and implementing the feasibility of WBE strategies in Tehran. These implications contribute to the broader efforts to protect public health and mitigate the impact of future viral outbreaks."
38887127,Comparison of the effectiveness of enhanced cognitive-behavioral couple therapy on emotional self-regulation and couple burnout of self-assigned and court-referred incompatible couples.,"This study aimed to investigate the comparative effectiveness of enhanced cognitive-behavioral couple therapy (ECBCT) on emotional self-regulation and couple burnout in incompatible couples. The study hypothesizes that ECBCT is efficacious in emotional self-regulation and marital burnout of incompatible Iranian couples (self-assigned and court-referred) visiting counseling centers. Twenty-eight Iranian couples were divided into four groups (two self-assigned and court-referred experimental groups and two self-assigned and court-referred control groups) who were selected using the available sampling. The experimental groups were subjected to ECBCT, while the control groups received no therapy. Over time, there was an improvement in emotional self-regulation and marital burnout in experimental groups compared with control groups. This intervention was more efficacious for the self-assigned couples of the experimental group according to the Eta coefficient, which was 71 for emotional self-regulation and 66 for marital burnout. ECBCT helps couples improve their emotional self-regulation and couple burnout."
38887487,Challenges to Implementing a Vaccine for Coccidioidomycosis.,"A vaccine for coccidioidomycosis is likely to undergo trials in the near future. In this paper, we raise 4 questions that should be answered before its use and offer our solutions to these questions. These include defining the goals of vaccination, determining who should be vaccinated, how to measure vaccine immunity and protection, and how to address vaccine hesitancy and denial."
38886572,Tumor suppressor Par-4 activates autophagy-dependent ferroptosis.,"Ferroptosis is a unique iron-dependent form of non-apoptotic cell death characterized by devastating lipid peroxidation. Whilst growing evidence suggests that ferroptosis is a type of autophagy-dependent cell death, the underlying molecular mechanisms regulating ferroptosis are largely unknown. In this study, through an unbiased RNA-sequencing screening, we demonstrate the activation of a multi-faceted tumor-suppressor protein Par-4/PAWR during ferroptosis. Functional studies reveal that genetic depletion of Par-4 effectively blocks ferroptosis, whereas Par-4 overexpression sensitizes cells to undergo ferroptosis. More importantly, we have determined that Par-4-triggered ferroptosis is mechanistically driven by the autophagic machinery. Upregulation of Par-4 promotes activation of ferritinophagy (autophagic degradation of ferritin) via the nuclear receptor co-activator 4 (NCOA4), resulting in excessive release of free labile iron and, hence, enhanced lipid peroxidation and ferroptosis. Inhibition of Par-4 dramatically suppresses the NCOA4-mediated ferritinophagy signaling axis. Our results also establish that Par-4 activation positively correlates with reactive oxygen species (ROS) production, which is critical for ferritinophagy-mediated ferroptosis. Furthermore, Par-4 knockdown effectively blocked ferroptosis-mediated tumor suppression in the mouse xenograft models. Collectively, these findings reveal that Par-4 has a crucial role in ferroptosis, which could be further exploited for cancer therapy."
38885961,Tracing Immunological Interaction in Trimethylamine N-Oxide Hydrogel-Derived Zwitterionic Microenvironment During Promoted Diabetic Wound Regeneration.,"The diabetic wound healing is challenging due to the sabotaged delicate balance of immune regulation via an undetermined pathophysiological mechanism, so it is crucial to decipher multicellular signatures underlying diabetic wound healing and seek therapeutic strategies. Here, we develop a strategy using novel trimethylamine N-oxide (TMAO)-derived zwitterionic hydrogel to promote diabetic wound healing, and explore the multi-cellular ecosystem around zwitterionic hydrogel, mapping out an overview of different cells in the zwitterionic microenvironment by single-cell RNA sequencing. The diverse cellular heterogeneity has been revealed, highlighting the critical role of macrophage and neutrophils in managing diabetic wound healing. It is found that polyzwitterionic hydrogel can upregulate Ccl3+ macrophages and downregulate S100a9+ neutrophils and facilitate their interactions compared with polyanionic and polycationic hydrogels, validating the underlying effect of zwitterionic microenvironment on the activation of adaptive immune system. Moreover, zwitterionic hydrogel inhibits the formation of neutrophil extracellular traps (NETs) and promotes angiogenesis, thus improving diabetic wound healing. These findings expand our horizons of the sophisticated orchestration of immune systems in zwitterion-directed diabetic wound repair and uncover new strategies of novel immunoregulatory biomaterials. This article is protected by copyright. All rights reserved."
38886393,"Complete genome of the Listeria monocytogenes strain AUF, used as a live listeriosis veterinary vaccine.","Listeria monocytogenes (Lm) is a highly pathogenic bacterium that can cause listeriosis, a relatively rare food-borne infectious disease that affects farm, domestic, wild animals and humans as well. The infected livestock is the frequent sources of Lm. Vaccination is one of the methods of controlling listeriosis in target farm animals to prevent Lm-associated food contamination. Here we report the complete sequence of the Lm strain AUF attenuated from a fully-virulent Lm strain by ultraviolet irradiation, successfully used since the 1960s as a live whole-cell veterinary vaccine. The de novo assembled genome consists of a circular chromosome of 2,942,932 bp length, including more than 2,800 CDSs, 17 pseudogenes, 5 antibiotic resistance genes, and 56/92 virulence genes. Two wild Lm strains, the EGD and the 10403S that is also used in cancer Immunotherapy, were the closest homologs for the Lm strain AUF. Although all three strains belonged to different sequence types (ST), namely ST12, ST85, and ST1538, they were placed in the same genetic lineage II, CC7."
38885874,Review of dose setting for the Extended One-Generation Reproductive Toxicity Studies (OECD TG 443): considerations on ECHA's dose level selection recommendations.,"During 2020, The European Chemicals Agency (ECHA) began evaluating the OECD Test Guideline 443: Extended One Generation Reproductive Toxicity Study (EOGRTS) to analyze specific aspects related to study design, conduct and toxicological findings. A significant outcome of this ECHA evaluation focused on adequate dose level selection. Subsequently, ECHA published recommendations for DART studies, however, these recommendations seemingly do not align with the principles of the 3Rs, animal welfare or human safety goals, specifically, regarding three aspects. First, the requirement to segregate testing for sexual function and fertility from the ability to produce normally developing offspring increases the risk of inadequate identification of postnatal hazards for development and sexual function and fertility, therefore failing human health protection goals. Second, the current ECHA high-dose level setting recommendations for EOGRTS exceed the MTD (Maximum Tolerated Dose), and therefore compromise the interpretation of the biological response relative to the intrinsic effect of the chemical under evaluation. Third, the combination of these aspects will result in an increase in the number of animals tested, increasing animal welfare concerns. This paper reflects the consensus of subject matter experts, professional, and scientific societies who have authored and signed on to this statement. The signatories encourage ECHA to adopt a revised science-driven approach to the dose selection criteria that strikes a balance between regulatory vigilance and scientific pragmatism."
38887352,Steroid-Responsive Involuntary Movements as a Remote Symptom of Febrile Infection-Related Epilepsy Syndrome.,"Febrile infection-related epilepsy syndrome (FIRES) is a rare epileptic encephalopathy that occurs in children or adolescents. To date, evidence for the management of the post-acute phase of FIRES is focused on drug-resistant epilepsy that continues from the acute phase. Information on involuntary movements, which are newly developed in the chronic phase, is limited. We report a 13-year-old boy, who had a history of FIRES at nine years of age and experienced worsening seizure control that was accompanied by unremitting involuntary　movements after two years of a fairly controlled period. The involuntary movements resulted in motor deterioration and forced him to be bedridden. Although no neuronal autoantibodies were detected, we hypothesized that the boy's neurological deterioration was triggered by an autoimmune response based on the elevation of serum anti-glutamic acid decarboxylase and serum anti-thyroid peroxidase antibodies and hypermetabolism of bilateral lenticular nuclei on 18-fluorodeoxyglucose positron emission tomography that resembled those reported in patients with other types of autoimmune encephalitis. Serial methylprednisolone pulse therapy and intravenous immunoglobulin therapy ameliorated involuntary movements and improved his activities of daily living. Late-onset involuntary movements, along with seizure exacerbation, may appear in the chronic phase of FIRES. Immunotherapy could be effective in treating these symptoms."
38886986,The flavonoid quercetin decreases ACE2 and TMPRSS2 expression but not SARS-CoV-2 infection in cultured human lung cells.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) binds to angiotensin-converting enzyme 2 (ACE2) on host cells, via its spike protein, and transmembrane protease, serine 2 (TMPRSS2) cleaves the spike-ACE2 complex to facilitate virus entry. As rate-limiting steps for virus entry, modulation of ACE2 and/or TMPRSS2 may decrease SARS-CoV-2 infectivity and COVID-19 severity. In silico modeling suggested the natural bioactive flavonoid quercetin can bind to ACE2 and a recent randomized clinical trial demonstrated that oral supplementation with quercetin increased COVID-19 recovery. A range of cultured human cells were assessed for co-expression of ACE2 and TMPRSS2. Immortalized Calu-3 lung cells, cultured and matured at an air-liquid interface (Calu-3-ALIs), were established as the most appropriate. Primary bronchial epithelial cells (PBECs) were obtained from healthy adult males (N = 6) and cultured under submerged conditions to corroborate the outcomes. Upon maturation or reaching 80% confluence, respectively, the Calu-3-ALIs and PBECs were treated with quercetin, and mRNA and protein expression were assessed by droplet digital PCR and ELISA, respectively. SARS-CoV-2 infectivity, and the effects of pre- and co-treatment with quercetin, was assessed by median tissue culture infectious dose assay. Quercetin dose-dependently decreased ACE2 and TMPRSS2 mRNA and protein in both Calu-3-ALIs and PBECs after 4 h, while TMPRSS2 remained suppressed in response to prolonged treatment with lower doses (twice daily for 3 days). Quercetin also acutely decreased ADAM17 mRNA, but not ACE, in Calu-3-ALIs, and this warrants further investigation. Calu-3-ALIs, but not PBECs, were successfully infected with SARS-CoV-2; however, quercetin had no antiviral effect, neither directly nor indirectly through downregulation of ACE2 and TMPRSS2. Calu-3-ALIs were reaffirmed to be an optimal cell model for research into the regulation of ACE2 and TMPRSS2, without the need for prior genetic modification, and will prove valuable in future coronavirus and respiratory infectious disease work. However, our data demonstrate that a significant decrease in the expression of ACE2 and TMPRSS2 by a promising prophylactic candidate may not translate to infection prevention."
38886034,Sulfonyl γ-AApeptide tools for modulating biology.,"The modulation of biology utilizing foldamers has flourished over the last few decades thanks to their overwhelming promise in their applications in molecular design, catalysis, supramolecular, and rational design. However, the application of peptidomimetics is still restricted due to the limited availability of molecular frameworks and folding propensities. To broaden the scope of foldameric peptidomimetics we proposed the development of sulfonyl-γ-AApeptides-the oligomers of sulfonyl-γ-N-acylated-N-aminoethyl (AA) amino acids, a unique unnatural scaffold that possesses promising potential to modulate protein-protein interactions. In this chapter, the overall process of design, synthesis, and function of sulfonyl-γ-AApeptides is briefly reviewed for the use of unnatural foldamers to modulate PPIs."
